	name	male
180	斯拉木·阿巴拜科日	1
181	萨吾提·阿巴拜科日	1
182	萨依提·阿巴拜科日	1
183	苏力坦·阿巴拜科日	1
184	赛依提·阿巴拜科日	1
185	赛皮丁·阿巴拜科日	1
186	谢热甫·阿巴拜科日	1
187	鲜拜·阿巴拜科日	1
188	肖开特·阿巴拜科日	1
189	雪合拉提·阿巴拜科日	1
190	秀库尔·阿巴拜科日	1
191	西热甫·阿巴拜科日	1
192	喀迪尔·阿巴拜科日	1
193	哈尔·阿巴拜科日	1
194	哈斯木·阿巴拜科日	1
195	哈米力·阿巴拜科日	1
196	柯日木·阿巴拜科日	1
197	麦麦提·阿巴拜科日	1
198	穆台力甫·阿巴拜科日	1
199	莫敏·阿巴拜科日	1
200	乃比·阿巴拜科日	1
201	哈基姆·阿巴拜科日	1
202	艾散·阿巴拜科日	1
203	吾吐克·阿巴拜科日	1
204	吾尔凯西·阿巴拜科日	1
205	瓦热斯·阿巴拜科日	1
206	伊禅·阿巴拜科日	1
207	伊盖木拜尔迪·阿巴拜科日	1
208	伊力哈木·阿巴拜科日	1
209	亚库甫·阿巴拜科日	1
210	亚里坤·阿巴拜科日	1
211	尧勒巴斯·阿巴拜科日	1
212	阿布都·阿巴拜科日	1
213	喀日·阿巴拜科日	1
214	尼牙孜·阿巴拜科日	1
215	哈吉·阿巴拜科日	1
216	阿地力·阿巴拜科日	1
217	艾合旦木·阿巴拜科日	1
218	艾克巴尔·阿巴拜科日	1
219	塔里甫·阿巴拜科日	1
220	图尔迪·阿巴拜科日	1
221	吐尔孙·阿巴拜科日	1
222	图尔洪·阿巴拜科日	1
223	玉孜·阿巴拜科日	1
224	哈迪尔·阿巴拜科日	1
225	麦买提·阿巴拜科日	1
226	吴尔凯西·阿巴拜科日	1
227	額敏·阿巴拜科日	1
228	亚库普·阿巴拜科日	1
229	牙力昆·阿巴拜科日	1
230	阿卜杜·阿巴拜科日	1
231	图尔逊·阿巴拜科日	1
232	吐尔贡·阿巴拜科日	1
233	阿达来提·阿巴拜科日	1
234	夏哈普·阿巴拜科日	1
235	阿尔祖·阿巴拜科日	1
236	阿丽同·阿巴拜科日	0
237	阿米娜·阿巴拜科日	0
238	阿娜尔·阿巴拜科日	0
239	阿依帕夏·阿巴拜科日	0
240	阿依夏木·阿巴拜科日	0
241	阿依努尔·阿巴拜科日	0
242	艾拉·阿巴拜科日	0
243	巴哈尔·阿巴拜科日	0
244	拜合蒂·阿巴拜科日	0
245	布里布里·阿巴拜科日	0
246	塔吉古丽·阿巴拜科日	0
247	提拉·阿巴拜科日	0
248	吉乃斯太·阿巴拜科日	0
249	乔丽潘·阿巴拜科日	0
250	齐曼古丽·阿巴拜科日	0
251	哈斯也提·阿巴拜科日	0
252	罕扎代·阿巴拜科日	0
253	哈古丽·阿巴拜科日	0
254	海力且木·阿巴拜科日	0
255	迪丽拜尔·阿巴拜科日	0
256	迪丽达尔·阿巴拜科日	0
257	迪丽热巴·阿巴拜科日	0
258	热娜·阿巴拜科日	0
259	热依罕·阿巴拜科日	0
260	茹仙·阿巴拜科日	0
261	热孜宛·阿巴拜科日	0
262	再乃甫·阿巴拜科日	0
263	祖木热提·阿巴拜科日	0
264	佐合热·阿巴拜科日	0
265	孜巴·阿巴拜科日	0
266	萨阿代提·阿巴拜科日	0
267	萨巴海提·阿巴拜科日	0
268	沙拉买提·阿巴拜科日	0
269	赛乃姆·阿巴拜科日	0
270	赛娜瓦尔·阿巴拜科日	0
271	夏热拜提·阿巴拜科日	0
272	希仁·阿巴拜科日	0
273	凯赛尔·阿巴拜科日	0
274	坎曼尔·阿巴拜科日	0
275	古海尔·阿巴拜科日	0
276	古再丽·阿巴拜科日	0
277	古丽扎尔·阿巴拜科日	0
278	古丽罕·阿巴拜科日	0
279	古丽苏如合·阿巴拜科日	0
280	古丽仙·阿巴拜科日	0
281	古丽娜尔·阿巴拜科日	0
282	古丽斯坦·阿巴拜科日	0
283	麦尔哈巴·阿巴拜科日	0
284	麦丽开·阿巴拜科日	0
285	麦合布拜·阿巴拜科日	0
286	穆巴热克·阿巴拜科日	0
287	穆坎妲斯·阿巴拜科日	0
288	娜扎开提·阿巴拜科日	0
289	尼格尔·阿巴拜科日	0
290	尼鲁帕尔·阿巴拜科日	0
291	尼叶蒂·阿巴拜科日	0
292	赫木热·阿巴拜科日	0
293	约日耶提·阿巴拜科日	0
294	伊巴代提·阿巴拜科日	0
295	伊排提·阿巴拜科日	0
296	尤丽吐孜·阿巴拜科日	0
297	阿依·阿巴拜科日	0
298	布维·阿巴拜科日	0
299	汗·阿巴拜科日	0
300	克孜·阿巴拜科日	0
301	古丽·阿巴拜科日	0
302	姆·阿巴拜科日	0
303	努尔·阿巴拜科日	0
304	妮萨·阿巴拜科日	0
305	阿达莱提·阿巴拜科日	0
306	阿丽屯·阿巴拜科日	0
307	阿依夏姆·阿巴拜科日	0
308	布力布力·阿巴拜科日	0
309	乔力潘·阿巴拜科日	0
310	奇曼古丽·阿巴拜科日	0
311	哈斯叶提·阿巴拜科日	0
312	罕古丽·阿巴拜科日	0
313	海丽且木·阿巴拜科日	0
314	迪里拜尔·阿巴拜科日	0
315	冉娜·阿巴拜科日	0
316	热依汉·阿巴拜科日	0
317	热孜婉·阿巴拜科日	0
318	再乃普·阿巴拜科日	0
319	祖姆热提·阿巴拜科日	0
320	祖合热·阿巴拜科日	0
321	沙巴海提·阿巴拜科日	0
322	萨拉买提·阿巴拜科日	0
323	赛乃木·阿巴拜科日	0
324	西仁·阿巴拜科日	0
325	开萨尔·阿巴拜科日	0
326	果海尔·阿巴拜科日	0
327	古赞丽·阿巴拜科日	0
328	古丽扎热·阿巴拜科日	0
329	古丽苏茹合·阿巴拜科日	0
330	古丽鲜·阿巴拜科日	0
331	穆巴热科·阿巴拜科日	0
332	妮尕尔·阿巴拜科日	0
333	尼露拜尔·阿巴拜科日	0
334	玉丽吐孜·阿巴拜科日	0
335	布威·阿巴拜科日	0
336	罕·阿巴拜科日	0
337	柯孜·阿巴拜科日	0
338	木·阿巴拜科日	0
339	尼萨·阿巴拜科日	0
340	阿依谢姆·阿巴拜科日	0
341	乔丽番·阿巴拜科日	0
342	哈斯耶提·阿巴拜科日	0
343	海丽且姆·阿巴拜科日	0
344	萨拉麦提·阿巴拜科日	0
345	希林·阿巴拜科日	0
346	布韦·阿巴拜科日	0
347	柯则·阿巴拜科日	0
348	尼莎·阿巴拜科日	0
349	阿巴拜科日·阿不都热依木	1
350	阿不力孜·阿不都热依木	1
351	阿迪力·阿不都热依木	1
352	阿尔斯兰·阿不都热依木	1
353	阿扎提·阿不都热依木	1
354	阿勒玛斯·阿不都热依木	1
355	阿里木·阿不都热依木	1
356	阿曼·阿不都热依木	1
357	艾海提·阿不都热依木	1
358	艾合坦木·阿不都热依木	1
359	艾合买提·阿不都热依木	1
360	艾尔希鼎·阿不都热依木	1
361	艾尔肯·阿不都热依木	1
362	艾孜买提·阿不都热依木	1
363	艾克拜尔·阿不都热依木	1
364	艾力凯木·阿不都热依木	1
365	艾力·阿不都热依木	1
366	艾买提·阿不都热依木	1
367	艾尼瓦尔·阿不都热依木	1
368	艾沙·阿不都热依木	1
369	依明·阿不都热依木	1
370	巴图尔·阿不都热依木	1
371	巴拉提·阿不都热依木	1
372	巴克·阿不都热依木	1
373	拜合提亚尔·阿不都热依木	1
374	布尔斯兰·阿不都热依木	1
375	包尔汉·阿不都热依木	1
376	帕孜力·阿不都热依木	1
377	普拉提·阿不都热依木	1
378	皮达·阿不都热依木	1
379	塔西布拉克·阿不都热依木	1
380	塔力普·阿不都热依木	1
381	托合提·阿不都热依木	1
382	坦吾皮克·阿不都热依木	1
383	吐尔地·阿不都热依木	1
384	吐尔逊·阿不都热依木	1
385	吐尔干·阿不都热依木	1
386	吐尔洪·阿不都热依木	1
387	铁木尔·阿不都热依木	1
388	提力瓦力迪·阿不都热依木	1
389	贾马力·阿不都热依木	1
390	健索尔·阿不都热依木	1
391	居热提·阿不都热依木	1
392	居麦·阿不都热依木	1
393	杰力力·阿不都热依木	1
394	哈力克·阿不都热依木	1
395	达尼西·阿不都热依木	1
396	达瓦买提·阿不都热依木	1
397	达伍提·阿不都热依木	1
398	迪亚尔·阿不都热依木	1
399	热合曼·阿不都热依木	1
400	热扎克·阿不都热依木	1
401	热介甫·阿不都热依木	1
402	热克甫·阿不都热依木	1
403	热赫木·阿不都热依木	1
404	如孜·阿不都热依木	1
405	如苏力·阿不都热依木	1
406	扎伊提·阿不都热依木	1
407	孜亚·阿不都热依木	1
408	沙比提·阿不都热依木	1
409	沙比尔·阿不都热依木	1
410	萨迪克·阿不都热依木	1
411	萨拉木·阿不都热依木	1
412	沙吾提·阿不都热依木	1
413	沙依提·阿不都热依木	1
414	赛排尔·阿不都热依木	1
415	赛尔旦·阿不都热依木	1
416	苏皮·阿不都热依木	1
417	苏里唐·阿不都热依木	1
418	色提瓦力迪·阿不都热依木	1
419	色依提·阿不都热依木	1
420	赛福鼎·阿不都热依木	1
421	谢力甫·阿不都热依木	1
422	谢木斯·阿不都热依木	1
423	仙拜·阿不都热依木	1
424	肖开提·阿不都热依木	1
425	雪合来提·阿不都热依木	1
426	许库尔·阿不都热依木	1
427	西力甫·阿不都热依木	1
428	哈孜·阿不都热依木	1
429	艾里甫·阿不都热依木	1
430	艾尼·阿不都热依木	1
431	卡德尔·阿不都热依木	1
432	卡热·阿不都热依木	1
433	喀斯木·阿不都热依木	1
434	喀伍力·阿不都热依木	1
435	阔其喀尔·阿不都热依木	1
436	库尔班·阿不都热依木	1
437	哈热买提·阿不都热依木	1
438	佧马力·阿不都热依木	1
439	佧米力·阿不都热依木	1
440	坎吉·阿不都热依木	1
441	克热木·阿不都热依木	1
442	麦吉侬·阿不都热依木	1
443	麦合苏提·阿不都热依木	1
444	麦合木提·阿不都热依木	1
445	麦苏木·阿不都热依木	1
446	买买提·阿不都热依木	1
447	穆太力普·阿不都热依木	1
448	穆合塔尔·阿不都热依木	1
449	穆再排尔·阿不都热依木	1
450	穆萨·阿不都热依木	1
451	努尔扎提·阿不都热依木	1
452	莫明·阿不都热依木	1
453	南比·阿不都热依木	1
454	努斯热提·阿不都热依木	1
455	尼加提·阿不都热依木	1
456	尼扎木·阿不都热依木	1
457	阿西木·阿不都热依木	1
458	哈克木·阿不都热依木	1
459	艾山·阿不都热依木	1
460	吾守尔·阿不都热依木	1
461	赫克木·阿不都热依木	1
462	赫克买提·阿不都热依木	1
463	奥斯曼·阿不都热依木	1
464	乌图克·阿不都热依木	1
465	乌齐坤·阿不都热依木	1
466	约麦尔·阿不都热依木	1
467	吾尔开希·阿不都热依木	1
468	瓦力斯·阿不都热依木	1
469	维力·阿不都热依木	1
470	艾则孜·阿不都热依木	1
471	艾依克·阿不都热依木	1
472	伊斯拉木·阿不都热依木	1
473	伊斯拉哈提·阿不都热依木	1
474	伊善·阿不都热依木	1
475	依干拜尔迪·阿不都热依木	1
476	伊里哈木·阿不都热依木	1
477	伊马木·阿不都热依木	1
478	伊敏·阿不都热依木	1
479	伊纳耶提·阿不都热依木	1
480	雅库甫·阿不都热依木	1
481	亚力坤·阿不都热依木	1
482	堯樂博斯·阿不都热依木	1
483	玉素甫·阿不都热依木	1
484	阿不都·阿不都热依木	1
485	阿洪·阿不都热依木	1
486	安拉·阿不都热依木	1
487	巴依·阿不都热依木	1
488	塔依·阿不都热依木	1
489	江·阿不都热依木	1
490	丁·阿不都热依木	1
491	卡日·阿不都热依木	1
492	毛拉·阿不都热依木	1
493	尼亚孜·阿不都热依木	1
494	阿吉·阿不都热依木	1
495	阿布都热依木·阿不都热依木	1
496	阿卜力孜·阿不都热依木	1
497	阿迪里·阿不都热依木	1
498	阿力玛斯·阿不都热依木	1
499	阿力木·阿不都热依木	1
500	艾合太木·阿不都热依木	1
501	艾合麦提·阿不都热依木	1
502	艾尔西丁·阿不都热依木	1
503	艾孜麦提·阿不都热依木	1
504	艾科拜尔·阿不都热依木	1
505	艾勒坎木·阿不都热依木	1
506	艾麦提·阿不都热依木	1
507	安外尔·阿不都热依木	1
508	艾萨·阿不都热依木	1
509	巴土尔·阿不都热依木	1
510	布尔汉·阿不都热依木	1
511	帕则力·阿不都热依木	1
512	塔力甫·阿不都热依木	1
513	吐尔迪·阿不都热依木	1
514	图尔荪·阿不都热依木	1
515	图尔干·阿不都热依木	1
516	图尔贡·阿不都热依木	1
517	加马力·阿不都热依木	1
518	居尔艾提·阿不都热依木	1
519	居玛·阿不都热依木	1
520	吉利力·阿不都热依木	1
521	哈里克·阿不都热依木	1
522	达尼什·阿不都热依木	1
523	热杰普·阿不都热依木	1
524	肉孜·阿不都热依木	1
525	肉索力·阿不都热依木	1
526	萨比提·阿不都热依木	1
527	萨比尔·阿不都热依木	1
528	司的克·阿不都热依木	1
529	斯拉木·阿不都热依木	1
530	萨吾提·阿不都热依木	1
531	萨依提·阿不都热依木	1
532	苏力坦·阿不都热依木	1
533	赛依提·阿不都热依木	1
534	赛皮丁·阿不都热依木	1
535	谢热甫·阿不都热依木	1
536	鲜拜·阿不都热依木	1
537	肖开特·阿不都热依木	1
538	雪合拉提·阿不都热依木	1
539	秀库尔·阿不都热依木	1
540	西热甫·阿不都热依木	1
541	喀迪尔·阿不都热依木	1
542	哈尔·阿不都热依木	1
543	哈斯木·阿不都热依木	1
544	哈米力·阿不都热依木	1
545	柯日木·阿不都热依木	1
546	麦麦提·阿不都热依木	1
547	穆台力甫·阿不都热依木	1
548	莫敏·阿不都热依木	1
549	乃比·阿不都热依木	1
550	哈基姆·阿不都热依木	1
551	艾散·阿不都热依木	1
552	吾吐克·阿不都热依木	1
553	吾尔凯西·阿不都热依木	1
554	瓦热斯·阿不都热依木	1
555	伊禅·阿不都热依木	1
556	伊盖木拜尔迪·阿不都热依木	1
557	伊力哈木·阿不都热依木	1
558	亚库甫·阿不都热依木	1
559	亚里坤·阿不都热依木	1
560	尧勒巴斯·阿不都热依木	1
561	阿布都·阿不都热依木	1
562	喀日·阿不都热依木	1
563	尼牙孜·阿不都热依木	1
564	哈吉·阿不都热依木	1
565	阿地力·阿不都热依木	1
566	艾合旦木·阿不都热依木	1
567	艾克巴尔·阿不都热依木	1
568	塔里甫·阿不都热依木	1
569	图尔迪·阿不都热依木	1
570	吐尔孙·阿不都热依木	1
571	图尔洪·阿不都热依木	1
572	玉孜·阿不都热依木	1
573	哈迪尔·阿不都热依木	1
574	麦买提·阿不都热依木	1
575	吴尔凯西·阿不都热依木	1
576	額敏·阿不都热依木	1
577	亚库普·阿不都热依木	1
578	牙力昆·阿不都热依木	1
579	阿卜杜·阿不都热依木	1
580	图尔逊·阿不都热依木	1
581	吐尔贡·阿不都热依木	1
582	阿达来提·阿不都热依木	1
583	夏哈普·阿不都热依木	1
584	阿尔祖·阿不都热依木	1
585	阿丽同·阿不都热依木	0
586	阿米娜·阿不都热依木	0
587	阿娜尔·阿不都热依木	0
588	阿依帕夏·阿不都热依木	0
589	阿依夏木·阿不都热依木	0
590	阿依努尔·阿不都热依木	0
591	艾拉·阿不都热依木	0
592	巴哈尔·阿不都热依木	0
593	拜合蒂·阿不都热依木	0
594	布里布里·阿不都热依木	0
595	塔吉古丽·阿不都热依木	0
596	提拉·阿不都热依木	0
597	吉乃斯太·阿不都热依木	0
598	乔丽潘·阿不都热依木	0
599	齐曼古丽·阿不都热依木	0
600	哈斯也提·阿不都热依木	0
601	罕扎代·阿不都热依木	0
602	哈古丽·阿不都热依木	0
603	海力且木·阿不都热依木	0
604	迪丽拜尔·阿不都热依木	0
605	迪丽达尔·阿不都热依木	0
606	迪丽热巴·阿不都热依木	0
607	热娜·阿不都热依木	0
608	热依罕·阿不都热依木	0
609	茹仙·阿不都热依木	0
610	热孜宛·阿不都热依木	0
611	再乃甫·阿不都热依木	0
612	祖木热提·阿不都热依木	0
613	佐合热·阿不都热依木	0
614	孜巴·阿不都热依木	0
615	萨阿代提·阿不都热依木	0
616	萨巴海提·阿不都热依木	0
617	沙拉买提·阿不都热依木	0
618	赛乃姆·阿不都热依木	0
619	赛娜瓦尔·阿不都热依木	0
620	夏热拜提·阿不都热依木	0
621	希仁·阿不都热依木	0
622	凯赛尔·阿不都热依木	0
623	坎曼尔·阿不都热依木	0
624	古海尔·阿不都热依木	0
625	古再丽·阿不都热依木	0
626	古丽扎尔·阿不都热依木	0
627	古丽罕·阿不都热依木	0
628	古丽苏如合·阿不都热依木	0
629	古丽仙·阿不都热依木	0
630	古丽娜尔·阿不都热依木	0
631	古丽斯坦·阿不都热依木	0
632	麦尔哈巴·阿不都热依木	0
633	麦丽开·阿不都热依木	0
634	麦合布拜·阿不都热依木	0
635	穆巴热克·阿不都热依木	0
636	穆坎妲斯·阿不都热依木	0
637	娜扎开提·阿不都热依木	0
638	尼格尔·阿不都热依木	0
639	尼鲁帕尔·阿不都热依木	0
640	尼叶蒂·阿不都热依木	0
641	赫木热·阿不都热依木	0
642	约日耶提·阿不都热依木	0
643	伊巴代提·阿不都热依木	0
644	伊排提·阿不都热依木	0
645	尤丽吐孜·阿不都热依木	0
646	阿依·阿不都热依木	0
647	布维·阿不都热依木	0
648	汗·阿不都热依木	0
649	克孜·阿不都热依木	0
650	古丽·阿不都热依木	0
651	姆·阿不都热依木	0
652	努尔·阿不都热依木	0
653	妮萨·阿不都热依木	0
654	阿达莱提·阿不都热依木	0
655	阿丽屯·阿不都热依木	0
656	阿依夏姆·阿不都热依木	0
657	布力布力·阿不都热依木	0
658	乔力潘·阿不都热依木	0
659	奇曼古丽·阿不都热依木	0
660	哈斯叶提·阿不都热依木	0
661	罕古丽·阿不都热依木	0
662	海丽且木·阿不都热依木	0
663	迪里拜尔·阿不都热依木	0
664	冉娜·阿不都热依木	0
665	热依汉·阿不都热依木	0
666	热孜婉·阿不都热依木	0
667	再乃普·阿不都热依木	0
668	祖姆热提·阿不都热依木	0
669	祖合热·阿不都热依木	0
670	沙巴海提·阿不都热依木	0
671	萨拉买提·阿不都热依木	0
672	赛乃木·阿不都热依木	0
673	西仁·阿不都热依木	0
674	开萨尔·阿不都热依木	0
675	果海尔·阿不都热依木	0
676	古赞丽·阿不都热依木	0
677	古丽扎热·阿不都热依木	0
678	古丽苏茹合·阿不都热依木	0
679	古丽鲜·阿不都热依木	0
680	穆巴热科·阿不都热依木	0
681	妮尕尔·阿不都热依木	0
682	尼露拜尔·阿不都热依木	0
683	玉丽吐孜·阿不都热依木	0
684	布威·阿不都热依木	0
685	罕·阿不都热依木	0
686	柯孜·阿不都热依木	0
687	木·阿不都热依木	0
688	尼萨·阿不都热依木	0
689	阿依谢姆·阿不都热依木	0
690	乔丽番·阿不都热依木	0
691	哈斯耶提·阿不都热依木	0
692	海丽且姆·阿不都热依木	0
693	萨拉麦提·阿不都热依木	0
694	希林·阿不都热依木	0
695	布韦·阿不都热依木	0
696	柯则·阿不都热依木	0
697	尼莎·阿不都热依木	0
698	阿巴拜科日·阿不力孜	1
699	阿不都热依木·阿不力孜	1
700	阿迪力·阿不力孜	1
701	阿尔斯兰·阿不力孜	1
702	阿扎提·阿不力孜	1
703	阿勒玛斯·阿不力孜	1
704	阿里木·阿不力孜	1
705	阿曼·阿不力孜	1
706	艾海提·阿不力孜	1
707	艾合坦木·阿不力孜	1
708	艾合买提·阿不力孜	1
709	艾尔希鼎·阿不力孜	1
710	艾尔肯·阿不力孜	1
711	艾孜买提·阿不力孜	1
712	艾克拜尔·阿不力孜	1
713	艾力凯木·阿不力孜	1
714	艾力·阿不力孜	1
715	艾买提·阿不力孜	1
716	艾尼瓦尔·阿不力孜	1
717	艾沙·阿不力孜	1
718	依明·阿不力孜	1
719	巴图尔·阿不力孜	1
720	巴拉提·阿不力孜	1
721	巴克·阿不力孜	1
722	拜合提亚尔·阿不力孜	1
723	布尔斯兰·阿不力孜	1
724	包尔汉·阿不力孜	1
725	帕孜力·阿不力孜	1
726	普拉提·阿不力孜	1
727	皮达·阿不力孜	1
728	塔西布拉克·阿不力孜	1
729	塔力普·阿不力孜	1
730	托合提·阿不力孜	1
731	坦吾皮克·阿不力孜	1
732	吐尔地·阿不力孜	1
733	吐尔逊·阿不力孜	1
734	吐尔干·阿不力孜	1
735	吐尔洪·阿不力孜	1
736	铁木尔·阿不力孜	1
737	提力瓦力迪·阿不力孜	1
738	贾马力·阿不力孜	1
739	健索尔·阿不力孜	1
740	居热提·阿不力孜	1
741	居麦·阿不力孜	1
742	杰力力·阿不力孜	1
743	哈力克·阿不力孜	1
744	达尼西·阿不力孜	1
745	达瓦买提·阿不力孜	1
746	达伍提·阿不力孜	1
747	迪亚尔·阿不力孜	1
748	热合曼·阿不力孜	1
749	热扎克·阿不力孜	1
750	热介甫·阿不力孜	1
751	热克甫·阿不力孜	1
752	热赫木·阿不力孜	1
753	如孜·阿不力孜	1
754	如苏力·阿不力孜	1
755	扎伊提·阿不力孜	1
756	孜亚·阿不力孜	1
757	沙比提·阿不力孜	1
758	沙比尔·阿不力孜	1
759	萨迪克·阿不力孜	1
